"","word","count","rank","zipfs_freq"
"47137","spinoza",177,47137,680.106623605576
"47138","perspiring",177,47138,680.09233989331
"47139","knud",177,47139,680.078056784039
"47140","skewered",177,47140,680.063774277725
"47141","hakuna",177,47141,680.04949237433
"47142","teletype",177,47142,680.035211073816
"47143","rondo",177,47143,680.020930376143
"47144","amassing",177,47144,680.006650281275
"47145","gibb",177,47145,679.992370789172
"47146","snot-nosed",177,47146,679.978091899797
"47147","ourjob",177,47147,679.963813613112
"47148","shropshire",177,47148,679.949535929077
"47149","n-word",177,47149,679.935258847655
"47150","tommorow",177,47150,679.920982368808
"47151","ranching",177,47151,679.906706492497
"47152","geranium",177,47152,679.892431218685
"47153","doo-doo-doo-doo",177,47153,679.878156547333
"47154","zis",177,47154,679.863882478402
"47155","jonno",177,47155,679.849609011855
"47156","t-",177,47156,679.835336147653
"47157","kisaragi",177,47157,679.821063885759
"47158","username",177,47158,679.806792226134
"47159","brom",177,47159,679.79252116874
"47160","yod",177,47160,679.778250713538
"47161","flinching",177,47161,679.763980860491
"47162","sen.",177,47162,679.74971160956
"47163","young-hoon",177,47163,679.735442960707
"47164","noirish",177,47164,679.721174913895
"47165","lemming",177,47165,679.706907469084
"47166","pigskin",177,47166,679.692640626237
"47167","alloys",177,47167,679.678374385315
"47168","neath",177,47168,679.664108746281
"47169","sloop",177,47169,679.649843709096
"47170","six-hour",177,47170,679.635579273722
"47171","constrictor",177,47171,679.62131544012
"47172","despairing",177,47172,679.607052208254
"47173","kagome",177,47173,679.592789578084
"47174","reuse",177,47174,679.578527549573
"47175","frenchies",177,47175,679.564266122682
"47176","yana",177,47176,679.550005297373
"47177","shrewsbury",177,47177,679.535745073609
"47178","lyell",177,47178,679.52148545135
"47179","mccrae",177,47179,679.507226430559
"47180","keng",177,47180,679.492968011198
"47181","schmitt",177,47181,679.478710193228
"47182","chandru",177,47182,679.464452976612
"47183","speckled",177,47183,679.450196361312
"47184","low-tech",177,47184,679.435940347288
"47185","miscreants",177,47185,679.421684934504
"47186","incandescent",177,47186,679.407430122921
"47187","havel",177,47187,679.393175912501
"47188","tulsi",177,47188,679.378922303206
"47189","do-gooders",177,47189,679.364669294997
"47190","indulgences",177,47190,679.350416887838
"47191","wu-tang",177,47191,679.336165081689
"47192","rinsed",177,47192,679.321913876512
"47193","shapeshifter",177,47193,679.30766327227
"47194","colley",177,47194,679.293413268925
"47195","prideful",177,47195,679.279163866437
"47196","participates",177,47196,679.26491506477
"47197","hagrid",177,47197,679.250666863886
"47198","situ",177,47198,679.236419263745
"47199","seurat",177,47199,679.222172264311
"47200","evoked",177,47200,679.207925865544
"47201","six-inch",177,47201,679.193680067408
"47202","blore",177,47202,679.179434869864
"47203","bizarrely",177,47203,679.165190272873
"47204","karna",177,47204,679.150946276398
"47205","shearing",177,47205,679.136702880401
"47206","johnathan",177,47206,679.122460084844
"47207","piak",177,47207,679.108217889689
"47208","chernov",177,47208,679.093976294898
"47209","waterford",177,47209,679.079735300432
"47210","g-force",177,47210,679.065494906254
"47211","mosfilm",177,47211,679.051255112325
"47212","supermax",177,47212,679.037015918608
"47213","amparo",177,47213,679.022777325065
"47214","nightstick",177,47214,679.008539331658
"47215","hofer",177,47215,678.994301938348
"47216","true-",177,47216,678.980065145098
"47217","tramping",177,47217,678.965828951869
"47218","bayard",177,47218,678.951593358624
"47219","argit",177,47219,678.937358365325
"47220","light-skinned",177,47220,678.923123971933
"47221","sevilla",177,47221,678.908890178411
"47222","ﬁnd",177,47222,678.894656984721
"47223","freighters",177,47223,678.880424390824
"47224","cosplay",177,47224,678.866192396683
"47225","versatility",177,47225,678.85196100226
"47226","jammy",177,47226,678.837730207517
"47227","warblers",177,47227,678.823500012415
"47228","venetians",177,47228,678.809270416918
"47229","world-wide",177,47229,678.795041420986
"47230","a-comin",177,47230,678.780813024582
"47231","huron",177,47231,678.766585227669
"47232","roti",177,47232,678.752358030207
"47233","johnstone",177,47233,678.738131432159
"47234","lnternet",177,47234,678.723905433488
"47235","sofi",177,47235,678.709680034155
"47236","r.e.m.",177,47236,678.695455234121
"47237","belden",177,47237,678.681231033351
"47238","stiffen",177,47238,678.667007431805
"47239","no-name",177,47239,678.652784429445
"47240","pujol",177,47240,678.638562026234
"47241","soft-hearted",177,47241,678.624340222133
"47242","contrasts",177,47242,678.610119017105
"47243","me.i",177,47243,678.595898411112
"47244","buckman",177,47244,678.581678404116
"47245","tuo",177,47245,678.567458996079
"47246","govt.",177,47246,678.553240186963
"47247","woodlands",177,47247,678.53902197673
"47248","herbivores",177,47248,678.524804365342
"47249","ingestion",177,47249,678.510587352762
"47250","displace",177,47250,678.496370938951
"47251","forsyth",177,47251,678.482155123872
"47252","annexed",177,47252,678.467939907486
"47253","egoist",177,47253,678.453725289756
"47254","priam",177,47254,678.439511270645
"47255","flanked",177,47255,678.425297850113
"47256","adulteress",177,47256,678.411085028123
"47257","disconnecting",177,47257,678.396872804638
"47258","gawk",177,47258,678.38266117962
"47259","matsushima",177,47259,678.368450153029
"47260","luan",177,47260,678.35423972483
"47261","sharat",177,47261,678.340029894983
"47262","thorgy",177,47262,678.325820663452
"47263","wouidn",177,47263,678.311612030198
"47264","onscreen",177,47264,678.297403995183
"47265","pyrotechnics",177,47265,678.283196558369
"47266","safeguarding",177,47266,678.268989719719
"47267","amenhotep",177,47267,678.254783479195
"47268","fixable",177,47268,678.240577836759
"47269","tamiya",177,47269,678.226372792373
"47270","mercado",177,47270,678.212168345999
"47271","capillaries",177,47271,678.1979644976
"47272","chocolat",177,47272,678.183761247137
"47273","hamm",177,47273,678.169558594573
"47274","meer",177,47274,678.15535653987
"47275","incantations",177,47275,678.141155082991
"47276","agnese",177,47276,678.126954223897
"47277","congenial",177,47277,678.11275396255
"47278","bip",177,47278,678.098554298913
"47279","patently",177,47279,678.084355232948
"47280","doot",177,47280,678.070156764618
"47281","lozano",176,47281,678.055958893883
"47282","alack",176,47282,678.041761620708
"47283","behaviours",176,47283,678.027564945053
"47284","haves",176,47284,678.013368866881
"47285","kozue",176,47285,677.999173386155
"47286","tesoro",176,47286,677.984978502835
"47287","tsukamoto",176,47287,677.970784216886
"47288","kamla",176,47288,677.956590528269
"47289","miliband",176,47289,677.942397436945
"47290","bolingbroke",176,47290,677.928204942878
"47291","reacquainted",176,47291,677.91401304603
"47292","mightily",176,47292,677.899821746363
"47293","fayeed",176,47293,677.885631043838
"47294","allegro",176,47294,677.871440938419
"47295","g.g.",176,47295,677.857251430068
"47296","heebie-jeebies",176,47296,677.843062518746
"47297","slicer",176,47297,677.828874204417
"47298","a.k.",176,47298,677.814686487042
"47299","re-evaluate",176,47299,677.800499366584
"47300","burbs",176,47300,677.786312843004
"47301","scrapings",176,47301,677.772126916266
"47302","ambushes",176,47302,677.757941586331
"47303","ensue",176,47303,677.743756853162
"47304","hacer",176,47304,677.729572716721
"47305","prendergast",176,47305,677.715389176971
"47306","bowlers",176,47306,677.701206233872
"47307","amnesiac",176,47307,677.687023887389
"47308","garwood",176,47308,677.672842137483
"47309","londoners",176,47309,677.658660984116
"47310","1a",176,47310,677.644480427252
"47311","no-o-o",176,47311,677.630300466851
"47312","marsten",176,47312,677.616121102876
"47313","aligning",176,47313,677.601942335291
"47314","dhabi",176,47314,677.587764164056
"47315","mores",176,47315,677.573586589134
"47316","modular",176,47316,677.559409610488
"47317","tremblay",176,47317,677.54523322808
"47318","ons",176,47318,677.531057441873
"47319","flinched",176,47319,677.516882251828
"47320","searchlight",176,47320,677.502707657907
"47321","pliable",176,47321,677.488533660074
"47322","condense",176,47322,677.474360258291
"47323","anthropological",176,47323,677.46018745252
"47324","prudhoe",176,47324,677.446015242723
"47325","bromance",176,47325,677.431843628862
"47326","step-by-step",176,47326,677.417672610901
"47327","shamu",176,47327,677.4035021888
"47328","tinsley",176,47328,677.389332362524
"47329","chromium",176,47329,677.375163132033
"47330","hunh",176,47330,677.360994497291
"47331","figurative",176,47331,677.34682645826
"47332","derbyshire",176,47332,677.332659014902
"47333","soriano",176,47333,677.318492167179
"47334","tarragon",176,47334,677.304325915054
"47335","taran",176,47335,677.290160258489
"47336","lce",176,47336,677.275995197448
"47337","crackpots",176,47337,677.261830731891
"47338","bad.",176,47338,677.247666861781
"47339","poontang",176,47339,677.233503587081
"47340","predictive",176,47340,677.219340907754
"47341","budderball",176,47341,677.205178823761
"47342","resonant",176,47342,677.191017335065
"47343","transistors",176,47343,677.176856441628
"47344","belleville",176,47344,677.162696143414
"47345","seashell",176,47345,677.148536440383
"47346","sfpd",176,47346,677.134377332499
"47347","forthem",176,47347,677.120218819724
"47348","asuna",176,47348,677.106060902021
"47349","peaking",176,47349,677.091903579351
"47350","rickard",176,47350,677.077746851678
"47351","naivety",176,47351,677.063590718963
"47352","carleton",176,47352,677.04943518117
"47353","duality",176,47353,677.03528023826
"47354","louganis",176,47354,677.021125890197
"47355","all-inclusive",176,47355,677.006972136942
"47356","hydroponic",176,47356,676.992818978457
"47357","didnae",176,47357,676.978666414706
"47358","find-",176,47358,676.964514445651
"47359","nastier",176,47359,676.950363071255
"47360","spaceport",176,47360,676.936212291478
"47361","blazers",176,47361,676.922062106286
"47362","fauntleroy",176,47362,676.907912515638
"47363","condoning",176,47363,676.893763519499
"47364","onassis",176,47364,676.879615117831
"47365","secretion",176,47365,676.865467310595
"47366","whelp",176,47366,676.851320097755
"47367","deathtrap",176,47367,676.837173479274
"47368","shoplift",176,47368,676.823027455112
"47369","searchlights",176,47369,676.808882025234
"47370","duras",176,47370,676.794737189601
"47371","constraint",176,47371,676.780592948176
"47372","berate",176,47372,676.766449300922
"47373","debauched",176,47373,676.7523062478
"47374","toon",176,47374,676.738163788774
"47375","butane",176,47375,676.724021923806
"47376","grief-stricken",176,47376,676.709880652858
"47377","nebuchadnezzar",176,47377,676.695739975894
"47378","yuwen",176,47378,676.681599892875
"47379","townshend",176,47379,676.667460403764
"47380","polytechnic",176,47380,676.653321508523
"47381","archenemy",176,47381,676.639183207116
"47382","reorganization",176,47382,676.625045499504
"47383","chartreuse",176,47383,676.61090838565
"47384","qt",176,47384,676.596771865517
"47385","entomologist",176,47385,676.582635939067
"47386","fudd",176,47386,676.568500606263
"47387","annuity",176,47387,676.554365867068
"47388","airbrush",176,47388,676.540231721442
"47389","prohibiting",176,47389,676.526098169351
"47390","reelected",176,47390,676.511965210755
"47391","classier",176,47391,676.497832845618
"47392","blacksmiths",176,47392,676.483701073901
"47393","vinton",176,47393,676.469569895569
"47394","plod",176,47394,676.455439310582
"47395","kojiro",176,47395,676.441309318905
"47396","scathing",176,47396,676.427179920498
"47397","starfighter",176,47397,676.413051115325
"47398","caballero",176,47398,676.398922903349
"47399","centrifugal",176,47399,676.384795284532
"47400","nightmarish",176,47400,676.370668258837
"47401","ngai",176,47401,676.356541826225
"47402","frothy",176,47402,676.342415986661
"47403","night-vision",176,47403,676.328290740106
"47404","instrumentation",176,47404,676.314166086523
"47405","sectioned",176,47405,676.300042025874
"47406","unreadable",176,47406,676.285918558122
"47407","re-up",176,47407,676.271795683231
"47408","nagato",176,47408,676.257673401162
"47409","abberline",176,47409,676.243551711877
"47410","tej",176,47410,676.229430615341
"47411","0th",176,47411,676.215310111514
"47412","he-yump",176,47412,676.201190200361
"47413","yolo",176,47413,676.187070881843
"47414","lamented",175,47414,676.172952155923
"47415","allot",175,47415,676.158834022564
"47416","purty",175,47416,676.144716481728
"47417","face-lift",175,47417,676.130599533378
"47418","pertain",175,47418,676.116483177477
"47419","bedpost",175,47419,676.102367413987
"47420","fixit",175,47420,676.088252242871
"47421","shinto",175,47421,676.074137664092
"47422","anyway-",175,47422,676.060023677612
"47423","entertains",175,47423,676.045910283394
"47424","woefully",175,47424,676.0317974814
"47425","menthe",175,47425,676.017685271594
"47426","debussy",175,47426,676.003573653937
"47427","canker",175,47427,675.989462628393
"47428","widdle",175,47428,675.975352194925
"47429","affable",175,47429,675.961242353494
"47430","morell",175,47430,675.947133104063
"47431","mervyn",175,47431,675.933024446597
"47432","pickford",175,47432,675.918916381055
"47433","wickedly",175,47433,675.904808907403
"47434","krav",175,47434,675.890702025602
"47435","fullerton",175,47435,675.876595735615
"47436","kintaro",175,47436,675.862490037405
"47437","sru",175,47437,675.848384930934
"47438","bladders",175,47438,675.834280416165
"47439","witten",175,47439,675.820176493061
"47440","dh",175,47440,675.806073161584
"47441","nen",175,47441,675.791970421698
"47442","slitting",175,47442,675.777868273365
"47443","yahweh",175,47443,675.763766716547
"47444","machiavellian",175,47444,675.749665751208
"47445","bestows",175,47445,675.73556537731
"47446","chapin",175,47446,675.721465594815
"47447","roofied",175,47447,675.707366403688
"47448","p.k.",175,47448,675.693267803889
"47449","oversleep",175,47449,675.679169795383
"47450","backstrom",175,47450,675.665072378131
"47451","dredged",175,47451,675.650975552097
"47452","footballs",175,47452,675.636879317244
"47453","bellyaching",175,47453,675.622783673533
"47454","costumed",175,47454,675.608688620928
"47455","panes",175,47455,675.594594159392
"47456","zandt",175,47456,675.580500288887
"47457","nid",175,47457,675.566407009376
"47458","wads",175,47458,675.552314320822
"47459","and.",175,47459,675.538222223187
"47460","self-image",175,47460,675.524130716435
"47461","amano",175,47461,675.510039800528
"47462","sommer",175,47462,675.495949475429
"47463","conceiving",175,47463,675.4818597411
"47464","misspoke",175,47464,675.467770597505
"47465","haemorrhaging",175,47465,675.453682044607
"47466","dressy",175,47466,675.439594082367
"47467","oyabun",175,47467,675.425506710749
"47468","instigating",175,47468,675.411419929716
"47469","out-of-date",175,47469,675.397333739231
"47470","waterhole",175,47470,675.383248139255
"47471","evaporating",175,47471,675.369163129753
"47472","vibrato",175,47472,675.355078710687
"47473","kerim",175,47473,675.340994882019
"47474","efficacy",175,47474,675.326911643713
"47475","palomares",175,47475,675.312828995731
"47476","pilaf",175,47476,675.298746938036
"47477","oooo",175,47477,675.284665470591
"47478","spore",175,47478,675.270584593359
"47479","flavio",175,47479,675.256504306303
"47480","sakina",175,47480,675.242424609385
"47481","rote",175,47481,675.228345502568
"47482","yuta",175,47482,675.214266985816
"47483","gift-wrapped",175,47483,675.20018905909
"47484","top-level",175,47484,675.186111722355
"47485","leafs",175,47485,675.172034975572
"47486","bloodsucking",175,47486,675.157958818704
"47487","tso",175,47487,675.143883251715
"47488","swirly",175,47488,675.129808274567
"47489","imai",175,47489,675.115733887224
"47490","whatare",175,47490,675.101660089647
"47491","goodson",175,47491,675.0875868818
"47492","grandparent",175,47492,675.073514263646
"47493","jeffords",175,47493,675.059442235147
"47494","manicures",175,47494,675.045370796267
"47495","shipbuilding",175,47495,675.031299946969
"47496","cellmates",175,47496,675.017229687214
"47497","boyar",175,47497,675.003160016967
"47498","saleh",175,47498,674.989090936189
"47499","escalators",175,47499,674.975022444845
"47500","mab",175,47500,674.960954542896
"47501","lippy",175,47501,674.946887230306
"47502","work.",175,47502,674.932820507038
"47503","prayin",175,47503,674.918754373054
"47504","kaminsky",175,47504,674.904688828318
"47505","eastenders",175,47505,674.890623872792
"47506","pissarro",175,47506,674.876559506439
"47507","goi",175,47507,674.862495729222
"47508","manhandled",175,47508,674.848432541105
"47509","ilaria",175,47509,674.834369942049
"47510","parsnip",175,47510,674.820307932019
"47511","thermometers",175,47511,674.806246510976
"47512","harbours",175,47512,674.792185678884
"47513","nicklas",175,47513,674.778125435706
"47514","hidalgo",175,47514,674.764065781404
"47515","rhib",175,47515,674.750006715943
"47516","puritanical",175,47516,674.735948239283
"47517","brumby",175,47517,674.72189035139
"47518","vlog",175,47518,674.707833052224
"47519","suffocates",175,47519,674.693776341751
"47520","dandridge",175,47520,674.679720219931
"47521","angiogram",175,47521,674.665664686729
"47522","strapless",175,47522,674.651609742107
"47523","xl",175,47523,674.637555386029
"47524","icc",175,47524,674.623501618457
"47525","zosia",175,47525,674.609448439354
"47526","defrauded",175,47526,674.595395848683
"47527","kojirou",175,47527,674.581343846407
"47528","rupali",175,47528,674.56729243249
"47529","simón",175,47529,674.553241606894
"47530","thompkins",175,47530,674.539191369582
"47531","neighbourhoods",175,47531,674.525141720517
"47532","wobbles",175,47532,674.511092659662
"47533","crisscross",175,47533,674.49704418698
"47534","ner",175,47534,674.482996302435
"47535","phelan",175,47535,674.468949005989
"47536","legacies",175,47536,674.454902297604
"47537","a-game",175,47537,674.440856177245
"47538","rosaria",175,47538,674.426810644875
"47539","dear.",175,47539,674.412765700455
"47540","pixy",175,47540,674.39872134395
"47541","duque",175,47541,674.384677575321
"47542","wog",175,47542,674.370634394534
"47543","luminol",175,47543,674.356591801549
"47544","tics",175,47544,674.342549796331
"47545","fscy115",175,47545,674.328508378842
"47546","racehorses",175,47546,674.314467549046
"47547","arlena",175,47547,674.300427306905
"47548","benvolio",175,47548,674.286387652382
"47549","overshot",175,47549,674.272348585441
"47550","herders",175,47550,674.258310106045
"47551","needto",175,47551,674.244272214156
"47552","minuscule",175,47552,674.230234909739
"47553","deviants",175,47553,674.216198192754
"47554","blah-blah",175,47554,674.202162063167
"47555","disheveled",175,47555,674.18812652094
"47556","eradication",174,47556,674.174091566036
"47557","golding",174,47557,674.160057198417
"47558","oftime",174,47558,674.146023418048
"47559","rapido",174,47559,674.131990224891
"47560","vere",174,47560,674.11795761891
"47561","yasha",174,47561,674.103925600066
"47562","tumbles",174,47562,674.089894168325
"47563","swarthy",174,47563,674.075863323647
"47564","gorgonzola",174,47564,674.061833065998
"47565","aiyo",174,47565,674.047803395339
"47566","barreling",174,47566,674.033774311634
"47567","jean-philippe",174,47567,674.019745814846
"47568","whateveryou",174,47568,674.005717904938
"47569","keeled",174,47569,673.991690581874
"47570","b-",174,47570,673.977663845615
"47571","dribbles",174,47571,673.963637696126
"47572","spittin",174,47572,673.94961213337
"47573","climatic",174,47573,673.935587157309
"47574","gumshoe",174,47574,673.921562767907
"47575","aphasia",174,47575,673.907538965127
"47576","paunch",174,47576,673.893515748932
"47577","resided",174,47577,673.879493119286
"47578","greely",174,47578,673.86547107615
"47579","bagger",174,47579,673.851449619489
"47580","wasim",174,47580,673.837428749266
"47581","reve",174,47581,673.823408465443
"47582","yang-sun",174,47582,673.809388767984
"47583","sohn",174,47583,673.795369656853
"47584","squelch",174,47584,673.781351132011
"47585","susu",174,47585,673.767333193423
"47586","bungling",174,47586,673.753315841052
"47587","impressionism",174,47587,673.73929907486
"47588","kazu",174,47588,673.725282894811
"47589","conk",174,47589,673.711267300869
"47590","hahahaha",174,47590,673.697252292995
"47591","freak-out",174,47591,673.683237871154
"47592","fagan",174,47592,673.669224035308
"47593","cézanne",174,47593,673.655210785421
"47594","ard",174,47594,673.641198121457
"47595","excellently",174,47595,673.627186043377
"47596","rosalinda",174,47596,673.613174551146
"47597","microorganisms",174,47597,673.599163644726
"47598","prompter",174,47598,673.585153324081
"47599","check-out",174,47599,673.571143589174
"47600","amex",174,47600,673.557134439968
"47601","abbreviation",174,47601,673.543125876426
"47602","'time",174,47602,673.529117898513
"47603","cancan",174,47603,673.51511050619
"47604","torvald",174,47604,673.50110369942
"47605","accountancy",174,47605,673.487097478168
"47606","raindrop",174,47606,673.473091842397
"47607","phonebook",174,47607,673.45908679207
"47608","loofah",174,47608,673.445082327149
"47609","studebaker",174,47609,673.431078447598
"47610","exude",174,47610,673.417075153381
"47611","boink",174,47611,673.40307244446
"47612","neuter",174,47612,673.3890703208
"47613","gizzard",174,47613,673.375068782362
"47614","pelosi",174,47614,673.361067829111
"47615","lafite",174,47615,673.34706746101
"47616","mur",174,47616,673.333067678021
"47617","widmore",174,47617,673.319068480109
"47618","mid-term",174,47618,673.305069867235
"47619","revisited",174,47619,673.291071839365
"47620","hrt",174,47620,673.277074396461
"47621","holl",174,47621,673.263077538486
"47622","emre",174,47622,673.249081265403
"47623","omnibus",174,47623,673.235085577176
"47624","exhilaration",174,47624,673.221090473768
"47625","kleptomaniac",174,47625,673.207095955142
"47626","chomps",174,47626,673.193102021262
"47627","week-",174,47627,673.179108672092
"47628","alkaline",174,47628,673.165115907593
"47629","card-carrying",174,47629,673.151123727729
"47630","torrey",174,47630,673.137132132465
"47631","anabel",174,47631,673.123141121762
"47632","lieber",174,47632,673.109150695585
"47633","sawaki",174,47633,673.095160853897
"47634","scopolamine",174,47634,673.081171596661
"47635","osten",174,47635,673.06718292384
"47636","broncos",174,47636,673.053194835398
"47637","categorize",174,47637,673.039207331297
"47638","neurotoxin",174,47638,673.025220411502
"47639","oddity",174,47639,673.011234075976
"47640","ashwini",174,47640,672.997248324682
"47641","stuckey",174,47641,672.983263157583
"47642","darian",174,47642,672.969278574642
"47643","overthrowing",174,47643,672.955294575824
"47644","kif",174,47644,672.94131116109
"47645","jogs",174,47645,672.927328330406
"47646","six-figure",174,47646,672.913346083733
"47647","milla",174,47647,672.899364421036
"47648","boastful",174,47648,672.885383342278
"47649","swatches",174,47649,672.871402847421
"47650","hojo",174,47650,672.85742293643
"47651","lothar",174,47651,672.843443609268
"47652","artois",174,47652,672.829464865898
"47653","bex",174,47653,672.815486706284
"47654","kannan",174,47654,672.801509130388
"47655","ofwhat",174,47655,672.787532138175
"47656","bhaiyya",174,47656,672.773555729607
"47657","vincey",174,47657,672.759579904649
"47658","yugoslavian",174,47658,672.745604663262
"47659","synopsis",174,47659,672.731630005412
"47660","depots",174,47660,672.717655931061
"47661","spassky",174,47661,672.703682440172
"47662","jain",174,47662,672.68970953271
"47663","transpo",174,47663,672.675737208637
"47664","maleficent",174,47664,672.661765467916
"47665","extraneous",174,47665,672.647794310512
"47666","diogo",174,47666,672.633823736388
"47667","royston",174,47667,672.619853745506
"47668","augment",174,47668,672.605884337831
"47669","54th",174,47669,672.591915513326
"47670","repatriation",174,47670,672.577947271954
"47671","overtures",174,47671,672.563979613679
"47672","phoenician",174,47672,672.550012538464
"47673","blighted",174,47673,672.536046046272
"47674","repopulate",174,47674,672.522080137068
"47675","flyboy",174,47675,672.508114810813
"47676","morin",174,47676,672.494150067473
"47677","sign-in",174,47677,672.480185907011
"47678","heitor",174,47678,672.466222329388
"47679","one-two-three",174,47679,672.45225933457
"47680","probative",174,47680,672.43829692252
"47681","mughal",174,47681,672.424335093201
"47682","friendliness",174,47682,672.410373846577
"47683","weems",174,47683,672.39641318261
"47684","toti",174,47684,672.382453101265
"47685","sugita",174,47685,672.368493602505
"47686","zarkon",174,47686,672.354534686294
"47687","lesbos",174,47687,672.340576352594
"47688","kingsbridge",174,47688,672.32661860137
"47689","person-",174,47689,672.312661432585
"47690","dyle",174,47690,672.298704846202
"47691","interlocking",174,47691,672.284748842185
"47692","resound",174,47692,672.270793420497
"47693","gagnon",174,47693,672.256838581102
"47694","timepiece",174,47694,672.242884323964
"47695","oppressing",173,47695,672.228930649045
"47696","fairgrounds",173,47696,672.214977556309
"47697","tiers",173,47697,672.201025045721
"47698","thattaboy",173,47698,672.187073117243
"47699","scalpels",173,47699,672.173121770838
"47700","neo-nazi",173,47700,672.159171006471
"47701","wrongdoings",173,47701,672.145220824105
"47702","hayek",173,47702,672.131271223703
"47703","trang",173,47703,672.117322205229
"47704","stashing",173,47704,672.103373768647
"47705","aarav",173,47705,672.08942591392
"47706","lucci",173,47706,672.075478641011
"47707","torquay",173,47707,672.061531949884
"47708","groat",173,47708,672.047585840503
"47709","charo",173,47709,672.03364031283
"47710","glazing",173,47710,672.019695366831
"47711","lodi",173,47711,672.005751002468
"47712","zany",173,47712,671.991807219704
"47713","tuft",173,47713,671.977864018504
"47714","mulling",173,47714,671.963921398831
"47715","poldi",173,47715,671.949979360648
"47716","preparedness",173,47716,671.936037903919
"47717","water-",173,47717,671.922097028608
"47718","feli",173,47718,671.908156734678
"47719","bootlegging",173,47719,671.894217022092
"47720","elysium",173,47720,671.880277890815
"47721","knowthe",173,47721,671.86633934081
"47722","grosvenor",173,47722,671.85240137204
"47723","m-16",173,47723,671.838463984469
"47724","bullfrog",173,47724,671.82452717806
"47725","tinge",173,47725,671.810590952778
"47726","neruda",173,47726,671.796655308586
"47727","heared",173,47727,671.782720245447
"47728","fuckwit",173,47728,671.768785763325
"47729","shizuo",173,47729,671.754851862184
"47730","dmz",173,47730,671.740918541987
"47731","inspite",173,47731,671.726985802697
"47732","olmedo",173,47732,671.713053644279
"47733","compactor",173,47733,671.699122066696
"47734","menzies",173,47734,671.685191069912
"47735","voicemails",173,47735,671.67126065389
"47736","yarmulke",173,47736,671.657330818594
"47737","oom",173,47737,671.643401563987
"47738","uriah",173,47738,671.629472890034
"47739","beachhead",173,47739,671.615544796697
"47740","10-foot",173,47740,671.601617283941
"47741","myung-wol",173,47741,671.587690351728
"47742","touma",173,47742,671.573764000024
"47743","insofar",173,47743,671.559838228791
"47744","h-hello",173,47744,671.545913037992
"47745","dodson",173,47745,671.531988427593
"47746","gdp",173,47746,671.518064397555
"47747","genaro",173,47747,671.504140947844
"47748","xiaoyi",173,47748,671.490218078422
"47749","life-and-death",173,47749,671.476295789254
"47750","licences",173,47750,671.462374080302
"47751","steamers",173,47751,671.448452951531
"47752","subjecting",173,47752,671.434532402904
"47753","artworks",173,47753,671.420612434385
"47754","scheherazade",173,47754,671.406693045938
"47755","asu",173,47755,671.392774237526
"47756","azaleas",173,47756,671.378856009113
"47757","interrogators",173,47757,671.364938360663
"47758","overthrew",173,47758,671.351021292139
"47759","motherboard",173,47759,671.337104803505
"47760","flim",173,47760,671.323188894725
"47761","thawing",173,47761,671.309273565763
"47762","box-office",173,47762,671.295358816581
"47763","nerv",173,47763,671.281444647145
"47764","yesterdays",173,47764,671.267531057417
"47765","jesu",173,47765,671.253618047361
"47766","leant",173,47766,671.239705616941
"47767","jellicle",173,47767,671.225793766121
"47768","creel",173,47768,671.211882494865
"47769","moneypenny",173,47769,671.197971803135
"47770","broiled",173,47770,671.184061690897
"47771","unknowable",173,47771,671.170152158113
"47772","malawi",173,47772,671.156243204747
"47773","zoological",173,47773,671.142334830764
"47774","lechery",173,47774,671.128427036126
"47775","prominently",173,47775,671.114519820798
"47776","lamentable",173,47776,671.100613184743
"47777","maksim",173,47777,671.086707127925
"47778","lawyering",173,47778,671.072801650308
"47779","suga",173,47779,671.058896751856
"47780","contemptuous",173,47780,671.044992432531
"47781","colter",173,47781,671.031088692299
"47782","brother.",173,47782,671.017185531123
"47783","mariska",173,47783,671.003282948967
"47784","morning-after",173,47784,670.989380945793
"47785","arvo",173,47785,670.975479521567
"47786","splattering",173,47786,670.961578676252
"47787","bayram",173,47787,670.947678409812
"47788","earth-shattering",173,47788,670.93377872221
"47789","babysat",173,47789,670.91987961341
"47790","beatnik",173,47790,670.905981083376
"47791","line-",173,47791,670.892083132072
"47792","nowyou",173,47792,670.878185759462
"47793","modigliani",173,47793,670.864288965509
"47794","deformities",173,47794,670.850392750178
"47795","napoleonic",173,47795,670.836497113431
"47796","gallup",173,47796,670.822602055233
"47797","arav",173,47797,670.808707575548
"47798","tantalising",173,47798,670.79481367434
"47799","heartaches",173,47799,670.780920351571
"47800","dispossessed",173,47800,670.767027607207
"47801","jellybeans",173,47801,670.753135441211
"47802","self-important",173,47802,670.739243853546
"47803","charlottesville",173,47803,670.725352844177
"47804","condenser",173,47804,670.711462413067
"47805","lindberg",173,47805,670.697572560181
"47806","ménage",173,47806,670.683683285481
"47807","shephard",173,47807,670.669794588933
"47808","redesigned",173,47808,670.655906470499
"47809","orkney",173,47809,670.642018930144
"47810","kalyan",173,47810,670.628131967831
"47811","quietest",173,47811,670.614245583524
"47812","adaptability",173,47812,670.600359777188
"47813","jut",173,47813,670.586474548786
"47814","saber-toothed",173,47814,670.572589898281
"47815","capitán",173,47815,670.558705825638
"47816","suu",173,47816,670.544822330821
"47817","larks",173,47817,670.530939413793
"47818","delos",173,47818,670.517057074518
"47819","fishnet",173,47819,670.503175312961
"47820","nutella",173,47820,670.489294129084
